161,age,gender,genderpref,height,ethnicity,birthplace,Politics,religion,year,activities,college,major,brbs,snack,prelim,meme,friday,date,work,sleep,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,numdated,longestrelationship,toolongtext,commitment
item6,19,male,female,72,asian,New York,2,2,sophomore,"['clubsports', 'socialclub', 'culturalclub']",arts,Government,item3,item3,item7,item7,item2,item1,22:00,7to9,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,1,4 months,2,willsee
item3,20,male,female,70,latino,Mexico City,1,1,junior,"['ta', 'socialclub']",arts,Computer Science,item9,item1,item3,item3,item1,item7,13:00,7to9,Sort of Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Sort of Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,1,1.5,48,meetfam
item1,20,male,female,72,asian,"Mumbai, India",2,1,junior,"['projectteam', 'ta']",arts,Computer Science,item3,item1,item5,item2,item5,item2,16:30,7to9,Strongly Agree,Disagree,Disagree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,2,14,1,willsee
item2,19,female,male,62,white,"Scottsdale, AZ",4,1,freshman,['profclub'],cals,Applied Economics and Management,item10,item3,item6,item7,item1,item4,Night,4to6,Disagree,Disagree,Sort of Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Sort of Agree,0,0,24 hrs,willsee
item6,20,male,female,74,white,"Mountain View, CA",1,1,sophomore,"['greeklife', 'otherclub', 'socialclub']",arts,History,item13,item4,item7,item2,item5,item1,15:00,4to6,Sort of Agree,Agree,Agree,Sort of Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Sort of Agree,Strongly Agree,Agree,Sort of Agree,Disagree,Agree,1,12,5,willsee
item5,18,female,male,59,asian,Staten Island,2,2,freshman,"['culturalclub', 'profclub']",engineering,Biomedical Engineering,item4,item1,item7,item6,item1,item4,5-8PM,7to9,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,2,7,24,willsee
item6,22,female,male,64,asian,"Rochester, MN",1,1,senior,"['clubsports', 'ta', 'otherclub']",engineering,Chemical engineering,item3,item4,item2,item6,item6,item3,21:00,4to6,Sort of Agree,Agree,Disagree,Sort of Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,Strongly Agree,1,12,5,willsee
item5,20,female,male,69,white,sacramento ,2,2,junior,['greeklife'],arts,Biology and Society ,item11,item1,item7,item5,item2,item6,16:20,7to9,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Sort of Agree,none ,240,24,willsee
item2,22,male,male,71,asian,"Hyderabad, India",2,2,senior,"['culturalclub', 'socialclub', 'profclub']",arts,"Government, History",item13,item4,item7,item5,item1,item1,10:00,7to9,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Sort of Agree,Strongly Disagree,Sort of Agree,0,0,84,willsee
item1,21,female,female,61,white,NYC,2,2,senior,['greeklife'],engineering,Operations Research ,item3,item5,item5,item6,item1,item2,16:00,7to9,Agree,Sort of Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,0,0,48,willsee
item5,20,female,female,58,asian,China,3,1,sophomore,"['greeklife', 'culturalclub', 'socialclub', 'ta', 'otherclub']",arts,"Computer Science, Performing and Media Arts",item3,item1,item5,item3,item5,item3,night,4to6,Disagree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Agree,Disagree,Disagree,Agree,Sort of Agree,Agree,Agree,Strongly Agree,2,2,9,willsee
item3,21,male,male,66,white,"Bedford, NY",2,2,senior,"['greeklife', 'proffrat', 'culturalclub', 'socialclub', 'otherclub']",arts,College Scholar,item10,item3,item5,item1,item6,item4,8:30,7to9,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Agree,4,36,24,willsee
item6,19,male,female,71,asian,Boston,2,1,sophomore,"['greeklife', 'profclub']",engineering,Computer Science,item13,item1,item1,item6,item5,item3,21:45,7to9,Sort of Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Sort of Agree,Sort of Agree,Disagree,Disagree,Strongly Agree,Sort of Agree,Strongly Agree,Strongly Agree,2,4,6,willsee
item6,21,female,either,64,latino,Orange,1,3,senior,"['socialclub', 'culturalclub']",hotel,Hotel Administration,item3,item1,item7,item6,item6,item4,16:30,4to6,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Agree,2,16,13,willsee
item5,18,female,male,64,asian,NYC,3,1,freshman,"['socialclub', 'culturalclub']",engineering,Computer Science,item13,item4,item7,item6,item1,item7,22:00,4to6,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Agree,Agree,Sort of Agree,Agree,0,0,Can't relate,willsee
item1,20,female,either,68,asian,"Margate, Florida",2,3,sophomore,"['otherclub', 'ta', 'profclub']",hotel,Hotel Administration,item6,item6,item7,item6,item2,item7,19:07,7to9,Sort of Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Sort of Agree,Agree,Agree,Agree,Agree,Sort of Agree,Agree,2,4,6,willsee
item1,21,male,female,75,white,Orlando,3,2,junior,"['greeklife', 'clubsports', 'ta']",arts,Economics,item3,item1,item7,item2,item5,item1,18:30,7to9,Agree,Agree,Disagree,Disagree,Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Agree,Strongly Agree,3,24,24,willsee
item5,20,female,male,62,latino,Pittsford,1,1,junior,"['greeklife', 'socialclub', 'culturalclub']",arts,Government,item3,item4,item5,item6,item5,item3,20:00,7to9,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Sort of Agree,Agree,Agree,Disagree,Sort of Agree,Sort of Agree,0,N/A,6 hours,willsee
item6,18,female,male,63,white,Buffalo,2,2,sophomore,"['greeklife', 'otherclub', 'socialclub', 'profclub']",cals,Biological Engineering,item3,item1,item6,item6,item3,item4,23:00,4to6,Strongly Agree,Agree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sort of Agree,Disagree,Strongly Agree,1,36,5,willsee
item2,19,female,male,64,asian,Seoul,3,2,freshman,"['proffrat', 'socialclub']",cals,food science ,item13,item1,item3,item1,item2,item7,0:00,4to6,Sort of Agree,Sort of Agree,Strongly Disagree,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,Agree,Agree,Agree,Disagree,Sort of Agree,Agree,1,11,5,willsee
item2,21,male,female,65,asian,,1,1,senior,"['culturalclub', 'socialclub']",engineering,Information Science,item5,item1,item5,item7,item1,item3,11:00,7to9,Agree,Sort of Agree,Disagree,Strongly Disagree,Sort of Agree,Sort of Agree,Disagree,Agree,Disagree,Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,1,7,Never too long? Really depends on the context. ,meetfriends
item1,19,male,female,70,white,New York,1,1,sophomore,['culturalclub'],arts,Comparative Literature,item3,item4,item7,item7,item4,item1,23:00,7to9,Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,1,,24,willsee
item2,19,male,female,76,asian,Simi Valley,3,1,sophomore,"['proffrat', 'profclub', 'socialclub']",arts,Information Science,item6,item6,item7,item6,item3,item4,19:00,7to9,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,1,25,100,willsee
item1,21,male,female,72,asian,Dallas,2,2,senior,"['proffrat', 'projectteam', 'culturalclub', 'athlete']",engineering,Computer Science,item11,item4,item7,item1,item6,item3,21:00,7to9,Sort of Agree,Sort of Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Sort of Agree,Strongly Disagree,Sort of Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,4,10,6,willsee
item6,20,female,male,69,asian,,2,2,junior,['profclub'],hotel,Hotel,item10,item4,item7,item6,item1,item7,20:00,7to9,Strongly Agree,Agree,Sort of Agree,Disagree,Disagree,Disagree,Sort of Agree,Disagree,Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Strongly Agree,2,3,3,willsee
item2,20,female,male,68,white,New York,3,2,sophomore,"['profclub', 'otherclub', 'ta']",arts,Physics,item11,item3,item7,item3,item1,item8,9:00,7to9,Sort of Agree,Disagree,Sort of Agree,Strongly Disagree,Sort of Agree,Agree,Disagree,Agree,Sort of Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,0,0,72,meetfam
item2,19,female,male,64,white,New York,2,3,freshman,"['greeklife', 'otherclub']",humec,Human Develpment,item6,item1,item6,item6,item3,item4,21:00,7to9,Agree,Sort of Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Sort of Agree,Agree,Agree,Agree,Sort of Agree,Sort of Agree,1,30,2,willsee
item6,21,female,male,68,latino,New York,1,1,senior,"['greeklife', 'otherclub']",ilr,Industrial and Labor Relations,item13,item5,item5,item1,item3,item6,20:26,7to9,Sort of Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,3,5,18,willsee
item6,22,male,female,66,asian,"New Delhi, India",4,1,grad,['ra'],hotel,Masters of Management in Hospitality,item5,item4,item2,item6,item2,item4,12:00,7to9,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Agree,2,8,10,willsee
item2,19,female,male,64,asian,Shenzhen ,3,1,sophomore,"['clubsports', 'profclub', 'proffrat']",humec,Human Development ,item1,item3,item7,item6,item1,item8,By night. ,7to9,Sort of Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Agree,2,22,6,willsee
item6,20,female,male,63,white,"Philadelphia, PA",2,3,junior,"['greeklife', 'clubsports', 'otherclub']",arts,Information Science and Psychology,item3,item4,item3,item3,item5,item3,11:00,7to9,Sort of Agree,Sort of Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Disagree,Agree,3,20,24,willsee
item1,18,male,male,71,asian,New Delhi,3,1,freshman,"['otherclub', 'ta', 'socialclub']",engineering,Computer Science,item13,item1,item3,item4,item6,item4,None,1to3,Strongly Agree,Sort of Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,3,10,24,onenightstand
item1,19,female,male,64,asian,New Rochelle,3,1,sophomore,"['projectteam', 'socialclub']",engineering,Computer Science,item11,item6,item2,item6,item4,item8,16:00,4to6,Agree,Agree,Disagree,Sort of Agree,Strongly Agree,Agree,Sort of Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Sort of Agree,0,0,15,meetfriends
item2,21,female,male,64,white,"South Hero, VT",2,1,senior,"['athlete', 'otherclub']",humec,Human Development,item6,item5,item7,item1,item6,item1,9:00,7to9,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,2,0,A day,willsee
item5,20,male,female,71,white,"Chicago, IL",3,2,sophomore,"['greeklife', 'otherclub']",engineering,Operations Reaearch,item5,item1,item1,item1,item5,item4,21:00,7to9,Agree,Agree,Sort of Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Sort of Agree,Agree,Disagree,Disagree,Disagree,Agree,1,3,6,willsee
item2,20,female,male,71,latino,Hershey,4,3,sophomore,,arts,Biology,item7,item1,item5,item2,item1,item5,10:00,7to9,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Sort of Agree,0,0,72,willsee
item2,19,male,female,73,white,"Grosse Pointe, Michigan",1,2,sophomore,"['greeklife', 'profclub', 'socialclub', 'otherclub']",hotel,Hotel Administration,item13,item1,item5,item2,item5,item7,17:00,7to9,Sort of Agree,Sort of Agree,Disagree,Disagree,Strongly Agree,Sort of Agree,Agree,Agree,Agree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,0,N/A,Idk maybe like 8 hours,meetfriends
item2,20,female,male,62,asian,"Gifu, Japan",2,2,junior,"['profclub', 'socialclub', 'culturalclub', 'otherclub', 'ta']",hotel,Hotel Administration,item13,item3,item7,item5,item1,item1,21:00,7to9,Disagree,Agree,Agree,Disagree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Agree,Agree,Sort of Agree,Strongly Agree,2,9,12,willsee
item1,20,male,female,71,asian,Boston,2,2,junior,"['greeklife', 'profclub', 'socialclub', 'ta']",arts,Economics,item6,item1,item5,item6,item2,item4,20:07,4to6,Sort of Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,2,15,10,willsee
item4,21,male,female,72,white,Syracuse ,3,1,senior,"['projectteam', 'ta']",cals,Biological engineer,item2,item5,item3,item1,item1,item1,1:36,7to9,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,1,0.5,336,willsee
item2,20,female,male,67,white,Islip ,3,2,junior,['greeklife'],cals,Biology and society ,item6,item3,item7,item6,item5,item6,4:20,4to6,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Sort of Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Sort of Agree,Disagree,None,2,6,willsee
item6,22,female,male,64,black,West Point,1,4,senior,"['greeklife', 'profclub', 'ra', 'otherclub']",humec,Human Development,item3,item1,item3,item2,item2,item1,7PM,4to6,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Sort of Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,1,14,10,married
item2,24,male,female,69,white,Brussels,2,2,grad,,cals,Food Science and Technology,item5,item1,item7,item5,item2,item1,17:30,7to9,Sort of Agree,Agree,Sort of Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,0,0,24,willsee
item1,20,male,female,71,white,New York city,2,2,sophomore,"['greeklife', 'clubsports']",hotel,Hotel administration,item6,item3,item5,item6,item5,item4,18:00,7to9,Strongly Agree,Sort of Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Sort of Agree,Disagree,Strongly Agree,1,20,5,willsee
item1,19,female,male,63,white,Huntington ,2,1,sophomore,"['greeklife', 'proffrat']",hotel,Hotel Administration,item13,item3,item1,item2,item5,item3,13:17,7to9,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Agree,Disagree,Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,0,0,12,meetfriends
item6,19,male,female,70,other,"Bishkek, Kyrgyzstan",2,1,freshman,"['otherclub', 'clubsports']",arts,Biological Sciences,item2,item1,item3,item1,item5,item1,20:00,7to9,Agree,Sort of Agree,Sort of Agree,Disagree,Strongly Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Strongly Disagree,Sort of Agree,Agree,2,12,36,willsee
item1,20,male,female,72,white,Long Island,4,3,junior,['greeklife'],cals,Applied Economics and Management,item1,item5,item1,item7,item5,item2,19:00,4to6,Strongly Agree,Sort of Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,1,24,24,willsee
item2,20,female,male,5',black,Brooklyn,2,3,junior,"['ta', 'culturalclub', 'profclub']",hotel,Hotel Administration ,item5,item4,item7,item6,item2,item4,15:00,7to9,Disagree,Disagree,Sort of Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Sort of Agree,0,0,24,willsee
item2,23,male,female,75,white,,4,1,grad,['ta'],engineering,Computer Engineering,item9,item4,item7,item3,item4,item3,17:28,7to9,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,2,24,48,willsee
item6,19,male,female,72,asian,Philadelphia,3,1,sophomore,"['greeklife', 'otherclub', 'culturalclub']",arts,Computer Science and Economics,item6,item4,item3,item2,item3,item7,19:00,7to9,Agree,Agree,Sort of Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Sort of Agree,Agree,Disagree,Agree,Agree,Strongly Agree,1,3,6,willsee
item3,18,male,female,70,white,"Caracas, Venezuela",3,1,freshman,"['projectteam', 'clubsports', 'otherclub']",engineering,Chemical engineering,item13,item1,item3,item1,item5,item3,17:00,4to6,Agree,Sort of Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Sort of Agree,Disagree,Disagree,Agree,1,30,24 hours ,willsee
item5,19,female,female,63,black,sacramento ,2,2,sophomore,,cals,animal science ,item11,item4,item3,item6,item2,item7,20:00,7to9,Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Strongly Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,1,48,6,willsee
item2,22,male,female,70,asian,"Mumbai, India",3,3,grad,['ta'],engineering,Electrical and Computer Engineering,item13,item6,item2,item6,item6,item4,21:00,4to6,Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Strongly Disagree,Sort of Agree,Agree,Strongly Disagree,Disagree,Sort of Agree,Disagree,Disagree,Agree,0,0,25,willsee
item1,21,female,male,61,white,Moscow,3,3,senior,,cals,Biological Engineering,item3,item3,item2,item6,item4,item2,10:00,7to9,Agree,Disagree,Disagree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,1,36,24,willsee
item2,19,female,male,64,asian,"Mineola, NY",2,4,sophomore,"['clubsports', 'culturalclub', 'profclub']",humec,Policy Analysis and Management,item6,item1,item5,item2,item2,item3,22:00,7to9,Sort of Agree,Sort of Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,0,0,idk,willsee
item2,20,female,male,64,other,Lucknow,2,1,sophomore,"['otherclub', 'ta', 'profclub']",arts,Physics ,item11,item4,item3,item2,item1,item1,11:00,7to9,Sort of Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,0,0,48,meetfriends
item3,21,female,male,62,asian,"Mohida, India ",2,3,senior,"['proffrat', 'culturalclub', 'ta', 'socialclub']",arts,History,item6,item4,item5,item3,item1,item7,14:00,4to6,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Sort of Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,0,Haven’t been in one ,24 hours ,willsee
item6,20,female,female,67,white,"Burlington, Ontario, Canada ",2,1,junior,['athlete'],engineering,Operations Research,item6,item4,item1,item4,item1,item7,9:00,7to9,Strongly Agree,Strongly Agree,Disagree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Agree,Sort of Agree,Agree,Disagree,Agree,Sort of Agree,Strongly Agree,1,6,2 days,willsee
item5,22,male,female,65,white,"New York, NY",3,3,senior,['greeklife'],cals,Plant Science,item3,item2,item5,item6,item1,item3,16:30,4to6,Strongly Agree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Agree,0,6,24,willsee
item6,18,female,male,63,white,New York City,2,2,freshman,"['greeklife', 'profclub']",arts,Undecided ,item6,item1,item5,item6,item5,item4,17:30,4to6,Agree,Sort of Agree,Sort of Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,1,12,48 hours,willsee
