_id,data.gender,data.genderpref,data.age,data.agepref,data.height,data.ethnicity,data.politics,data.year,data.activities,data.college,data.major,data.friday,data.date,data.work,data.sleephabits,data.plans,data.meal,data.perfectday,data.desscribeyou,data.describepartner,data.todolist,data.startover,data.timeormoney,data.quality,data.p1,data.p2,data.p3,data.p4,data.p5,data.p6,data.p7,data.p8,data.p9,data.p10,data.p11,data.p12,data.p13,data.p14,data.p15,data.p16,data.p17,data.p18,data.introvert,data.numdated,data.longestrelationship,data.commitment,personality
ObjectId(5e3e4e90ced5c268da13f8c2),female,"[""male""]",19,"{""youngest"":""18"",""oldest"":""24""}",65,white,2,sophomore,"[""greeklife"",""otherclub""]",arts,Physics,study,ctb,morning,"{""sleeptime"":""1"",""waketime"":""7:30""}",flow,artist,outdoor,"Loving, smart, funny","Goofy, charming, passionate",no,no,time,thoughtfulness,Agree,Agree,Sort of Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Agree,Agree,6,2,17,willsee,ESTP
ObjectId(5e3e4f78ced5c268da13f8c3),male,"[""female""]",20,"{""youngest"":""18"",""oldest"":""21""}",72,southasian,2,junior,"[""proffrat""]",engineering,Computer Science,bars,ctowndinner,nocturnal,"{""sleeptime"":""2:30am"",""waketime"":""9:30am""}",flow,artist,friends,"outgoing, funny, sweet","honest, adventurous, caring",yes,yes,time,thoughtfulness,Sort of Agree,Sort of Agree,Disagree,Agree,Agree,Disagree,Sort of Agree,Agree,Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Agree,Disagree,Disagree,Sort of Agree,Agree,8,1,1.5 months,willsee,ESFJ
ObjectId(5e3e5054ced5c268da13f8c4),female,"[""male""]",19,"{""youngest"":""19"",""oldest"":""22""}",61,southasian,2,sophomore,"[""socialclub""]",engineering,Chemical Engineering ,pjsnetflix,starbucks,nocturnal,"{""sleeptime"":""2am"",""waketime"":""10am""}",flow,actor,friends,"kind, goofy, introverted ","outgoing, funny, kind",yes,no,time,thoughtfulness,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Agree,Disagree,Strongly Agree,Sort of Agree,Strongly Agree,3,0,N/A,fun,ISTP
ObjectId(5e3e511cced5c268da13f8c5),female,"[""male"",""female"",""other""]",20,"{""youngest"":""19"",""oldest"":""22""}",64,eastasian,2,sophomore,"[""otherclub""]",engineering,Computer Science,pjsnetflix,bubbletea,evening,"{""sleeptime"":""2:00AM"",""waketime"":""9:30AM""}",flow,scientist,friends,loves to laugh,loves to laugh,no,yes,money,reliability,Strongly Agree,Strongly Agree,Agree,Sort of Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Sort of Agree,Strongly Agree,Strongly Disagree,Disagree,Sort of Agree,Strongly Agree,Sort of Agree,Strongly Agree,5,0,0,meetfriends,ISTP
ObjectId(5e3e5185ced5c268da13f8c6),female,"[""male"",""female""]",19,"{""youngest"":""19"",""oldest"":""23""}",52,latino,2,sophomore,"[""culturalclub""]",cals,AEM,pjsnetflix,ctowndinner,evening,"{""sleeptime"":""2 AM"",""waketime"":""9 AM""}",flow,artist,friends,"blunt, nyc, flirty","honest, funny, stoner",yes,no,money,independence,Sort of Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Sort of Agree,Agree,Strongly Agree,6,2,24,meetfriends,ESTP
ObjectId(5e3e53d5ced5c268da13f8c7),female,"[""male""]",21,"{""youngest"":""21"",""oldest"":""25""}",66,white,1,junior,"[""profclub""]",arts,Government ,pjsnetflix,bubbletea,nocturnal,"{""sleeptime"":""3am"",""waketime"":""9am""}",flow,artist,friends,"Introverted, strong-willed, caring ","Passionate, kind-hearted, confident",yes,no,time,thoughtfulness,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Sort of Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,4,0,0,willsee,ISTJ
ObjectId(5e3e5689ced5c268da13f8c8),male,"[""female""]",20,"{""youngest"":""19"",""oldest"":""42""}",75,southasian,1,junior,"[""proffrat"",""socialclub""]",arts,PMA,annex,ctowndinner,nocturnal,"{""sleeptime"":""2 AM"",""waketime"":""10 AM""}",flow,artist,friends,"impulsive, energetic, confident","trustworthy, friendly, artistic",no,no,time,reliability,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,6,3,15,meetfriends,ENTP
ObjectId(5e3e5694ced5c268da13f8c9),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""23""}",70,black,3,junior,"[""ta"",""socialclub"",""athlete"",""culturalclub"",""otherclub""]",humec,HBHS,pjsnetflix,commons,morning,"{""sleeptime"":""11:00"",""waketime"":""7:30""}",flow,artist,city,"Chill, spontaneous, funny","Tall, nice, spontaneous ",yes,no,time,humor,Strongly Agree,Strongly Agree,Sort of Agree,Strongly Disagree,Agree,Strongly Disagree,Sort of Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Strongly Agree,4,0,0,plantomeet,ISTP
ObjectId(5e3e5710ced5c268da13f8ca),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""21""}",60,southasian,3,freshman,"[""socialclub"",""culturalclub""]",hotel,Hotel ,bars,starbucks,morning,"{""sleeptime"":""12"",""waketime"":""9""}",flow,political,friends,"Cute, funny, loving","Fun, witty, loyal",no,yes,money,humor,Agree,Agree,Disagree,Strongly Agree,Agree,Sort of Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Sort of Agree,Sort of Agree,8,0,4,fun,ENTP
ObjectId(5e3e5847ced5c268da13f8cb),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""20""}",61,eastasian,2,freshman,"[""socialclub"",""otherclub""]",arts,Psychology ,study,bubbletea,evening,"{""sleeptime"":""12"",""waketime"":""9""}",shift,artist,city,"Sarcastic, funny, kind","Sarcastic, interesting, smart",yes,no,money,humor,Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Sort of Agree,Sort of Agree,Agree,6,1,6,willsee,ESTJ
ObjectId(5e3e585eced5c268da13f8cc),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""25""}",65,eastasian,2,senior,"[""proffrat"",""clubsports""]",cals,Biology and Society,pjsnetflix,ctowndinner,evening,"{""sleeptime"":""1:30am"",""waketime"":""8am""}",new,artist,friends,"extroverted, easygoing, loyal","attentive, funny, charming",no,yes,money,thoughtfulness,Strongly Agree,Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,7,1,40,meetfriends,ESTP
ObjectId(5e3e5876ced5c268da13f8ce),female,"[""male"",""female""]",20,"{""youngest"":""18"",""oldest"":""24""}",63,southasian,1,freshman,"[""none""]",aap,Architecture ,netflixchill,coffee,evening,"{""sleeptime"":""4"",""waketime"":""12""}",flow,actor,city,"Understanding, spontaneous, funny ","Funny, transparent, spontaneous ",no,no,money,thoughtfulness,Sort of Agree,Agree,Strongly Agree,Strongly Agree,Agree,Sort of Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Sort of Agree,Disagree,Agree,Agree,Agree,Sort of Agree,7,1,5,plantomeet,ESTP
ObjectId(5e3e5b2bced5c268da13f8d0),male,"[""female""]",20,"{""youngest"":""18"",""oldest"":""22""}",68,latino,2,junior,"[""otherclub""]",engineering,Mechanical Engineering,pjsnetflix,commons,nocturnal,"{""sleeptime"":""1 AM"",""waketime"":""8:30 AM ""}",flow,artist,newppl,"random, funny, charming","caring, affable, fun",no,no,time,humor,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Sort of Agree,Disagree,Agree,Strongly Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,6,0,0,meetfriends,ESTP
ObjectId(5e3e5b46ced5c268da13f8d1),female,"[""male""]",18,"{""youngest"":""17"",""oldest"":""19""}",65,black,3,freshman,"[""socialclub""]",engineering,Biomedical Engineering,pjsnetflix,ctowndinner,nocturnal,"{""sleeptime"":""2am"",""waketime"":""7am""}",flow,artist,sleep,"empathetic,fun,openminded ","funny, empathetic, smart",no,yes,money,reliability,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Sort of Agree,Disagree,Disagree,Agree,Sort of Agree,Agree,7,2,20,meetfriends,ESTP
ObjectId(5e3e5f84ced5c268da13f8d2),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""21""}",64,black,2,freshman,"[""socialclub"",""culturalclub""]",arts,Computer Science and Econ ,pjsnetflix,bubbletea,morning,"{""sleeptime"":""1 AM"",""waketime"":""7 AM""}",new,political,friends,"outspoken, passionate, caring","sweet, thoughtful, goofy ",no,yes,money,thoughtfulness,Strongly Agree,Sort of Agree,Disagree,Strongly Disagree,Sort of Agree,Strongly Disagree,Sort of Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Sort of Agree,5,0,0,willsee,ISFJ
ObjectId(5e3e6099ced5c268da13f8d3),male,"[""male""]",20,"{""youngest"":""18"",""oldest"":""22""}",69,black,3,junior,"[""none""]",arts,Biological Sciences,pjsnetflix,commons,evening,"{""sleeptime"":""3:00 AM"",""waketime"":""10:00 AM""}",flow,athlete,friends,"funny, smart, honest","funny, understanding, positive",no,no,time,humor,Agree,Strongly Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,6,1,2,willsee,ESTP
ObjectId(5e3e6ef5ced5c268da13f8d5),female,"[""male""]",21,,66,white,1,junior,"[""greeklife"",""otherclub""]",arts,Economics,bars,ctowndinner,morning,"{""sleeptime"":""12:00am"",""waketime"":""8:00am""}",shift,artist,outdoor,"Kind, attentive, intelligent ","Intelligent, loyal, ambitious ",yes,no,time,thoughtfulness,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Agree,Agree,Sort of Agree,Disagree,Disagree,6,2,36,willsee,ESTP
ObjectId(5e3e81c4ced5c268da13f8d6),male,"[""female""]",19,"{""youngest"":""18"",""oldest"":""24""}",66,eastasian,3,freshman,"[""otherclub""]",arts,Computer Science ,netflixchill,ctowndinner,nocturnal,"{""sleeptime"":""3"",""waketime"":""9""}",flow,scientist,gaming,"Awkward, cheesy,warm","Caring, mature, smart",no,no,time,thoughtfulness,Agree,Disagree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Sort of Agree,Agree,Sort of Agree,2,0,0,plantomeet,INTJ
ObjectId(5e3eb008ced5c268da13f8d7),male,"[""female""]",20,"{""youngest"":""18"",""oldest"":""22""}",69,black,2,sophomore,"[""greeklife"",""otherclub""]",cals,AEM,mixer,coffee,nocturnal,"{""sleeptime"":""12"",""waketime"":""`10""}",flow,artist,friends,"laid-back, caring, funny","funny, chill, smart",no,yes,time,humor,Agree,Agree,Strongly Agree,Sort of Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Sort of Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,5,2,18,willsee,ISTJ
ObjectId(5e3eb462ced5c268da13f8d8),male,"[""male""]",25,"{""youngest"":""18"",""oldest"":""30""}",72,eastasian,2,masters,"[""clubsports"",""culturalclub"",""projectteam"",""socialclub"",""otherclub"",""proffrat"",""athlete"",""greeklife"",""profclub"",""ta""]",engineering,Civil Engineering ,netflixchill,commons,evening,"{""sleeptime"":""12"",""waketime"":""8""}",shift,entrepreneur,friends,Adventurous creative reliable,Adventurous optimistic trusting ,yes,yes,money,reliability,Sort of Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,9,4,13,plantomeet,ESFJ
ObjectId(5e3eb87aced5c268da13f8d9),male,"[""female""]",19,,66,other,3,freshman,"[""athlete""]",engineering,ECE,pjsnetflix,coffee,morning,"{""sleeptime"":""3:00am "",""waketime"":""8:00am ""}",flow,scientist,newppl,"Stubborn, funny, laid back ","Smart,funny, chill ",no,no,time,independence,Sort of Agree,Sort of Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Sort of Agree,Strongly Agree,Agree,Disagree,8,1,52,meetfriends,ENTJ
ObjectId(5e3ebf41ced5c268da13f8da),female,"[""male"",""female""]",20,"{""youngest"":""18"",""oldest"":""23""}",511,other,2,junior,"[""socialclub"",""culturalclub""]",arts,Psychology/Performing Media Arts Double Major,pjsnetflix,bubbletea,evening,"{""sleeptime"":""2 AM"",""waketime"":""10 AM""}",new,actor,friends,"kind, hardworking, busy","funny, thoughtful, ",yes,no,time,thoughtfulness,Sort of Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Sort of Agree,Sort of Agree,Strongly Disagree,Sort of Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Sort of Agree,6,3,12,fun,ESTP
ObjectId(5e3ec1c3ced5c268da13f8db),female,"[""male""]",19,"{""youngest"":""18"",""oldest"":""21""}",63,eastasian,2,freshman,"[""socialclub"",""otherclub""]",humec,"Human Biology, Health and Society",study,coffee,evening,"{""sleeptime"":""12 AM"",""waketime"":""8:30 AM""}",new,scientist,city,"sarcastic, thoughtful, organized","Thoughtful, smart, kind",yes,no,time,reliability,Agree,Strongly Agree,Disagree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Sort of Agree,Strongly Disagree,Disagree,Agree,Disagree,5,3,7,willsee,ISTP
ObjectId(5e3ec48aced5c268da13f8dc),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""26""}",65,eastasian,2,senior,"[""ta"",""otherclub""]",arts,biology,pjsnetflix,ctb,morning,"{""sleeptime"":""12:30am"",""waketime"":""7:30am""}",flow,political,city,"funny, kind, reflective","funny, proactive, Christian",no,yes,time,humor,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,4,1,18,fun,ISFP
ObjectId(5e3ed181ced5c268da13f8dd),male,"[""male""]",20,"{""youngest"":""18"",""oldest"":""22""}",72,eastasian,3,sophomore,"[""socialclub"",""culturalclub""]",aap,Fine Arts,netflixchill,commons,morning,"{""sleeptime"":""11"",""waketime"":""7""}",shift,artist,museums,"Independent, smart, spontaneous","Independent, funny, cute",yes,yes,time,thoughtfulness,Strongly Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Disagree,Agree,Disagree,Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,4,3,24 months ,meetfriends,ISFP
ObjectId(5e3ed194ced5c268da13f8de),female,"[""male"",""female""]",19,"{""youngest"":""18"",""oldest"":""22""}",66,eastasian,1,sophomore,"[""culturalclub"",""socialclub"",""otherclub""]",engineering,Computer Science,pjsnetflix,ctowndinner,afternoon,"{""sleeptime"":""10:30PM"",""waketime"":""8AM""}",shift,artist,city,"Stressed, tired, strong-minded","Patient, open-minded, affectionate",yes,no,time,thoughtfulness,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Sort of Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,2,2,14,meetfriends,ISTJ
ObjectId(5e3ed1d6ced5c268da13f8df),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""20""}",63,black,2,freshman,"[""otherclub"",""profclub""]",aap,Architecture,pjsnetflix,ctb,evening,"{""waketime"":""7:20am"",""sleeptime"":""1:00am""}",shift,artist,city,"reserved, funny/sarcastic, ambitious","confident, ambitious, funny",yes,no,money,reliability,Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Sort of Agree,3,1,8,meetfriends,ISTP
ObjectId(5e3ed385ced5c268da13f8e0),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""22""}",62,white,2,junior,"[""greeklife"",""proffrat"",""profclub""]",ilr,ILR,mixer,ctowndinner,afternoon,"{""sleeptime"":""12"",""waketime"":""10""}",shift,political,city,"Funny, outgoing, thoughtful","Loyal, smart, outgoing ",yes,no,time,reliability,Agree,Sort of Agree,Disagree,Agree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Disagree,8,2,0,willsee,ENTP
ObjectId(5e3ed3bdced5c268da13f8e1),female,"[""male""]",20,"{""youngest"":""20"",""oldest"":""22""}",64,white,2,junior,"[""greeklife"",""proffrat"",""profclub"",""socialclub""]",humec,Policy analysis and management ,mixer,ctowndinner,afternoon,"{""sleeptime"":""1am"",""waketime"":""10am""}",new,artist,friends,"Thoughtful, passionate, smart","Trustworthy, confident, caring",yes,yes,time,reliability,Sort of Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Disagree,Agree,Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,7,3,8,willsee,ESTP
ObjectId(5e3ed3f5ced5c268da13f8e2),female,"[""female""]",21,"{""youngest"":""18"",""oldest"":""24""}",64,eastasian,2,senior,"[""socialclub"",""culturalclub"",""otherclub""]",arts,Art History,netflixchill,commons,evening,"{""sleeptime"":""1am"",""waketime"":""9am""}",shift,artist,museums,"thoughtful, indecisive, warm","sweet, calming, intelligent",yes,yes,time,thoughtfulness,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Agree,Agree,Disagree,Disagree,Sort of Agree,Agree,7,1,6,fun,ENTP
ObjectId(5e3ed7edced5c268da13f8e3),female,"[""male""]",20,"{""youngest"":""20"",""oldest"":""25""}",64,eastasian,3,junior,"[""greeklife"",""proffrat"",""profclub"",""ta""]",cals,AEM,mixer,commons,morning,"{""sleeptime"":""1am"",""waketime"":""8am""}",shift,entrepreneur,city,"Quirky, strong-headed, charismatic","Charismatic, funny, intelligent",yes,no,time,reliability,Disagree,Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Agree,Agree,Disagree,Agree,Disagree,9,1,3,willsee,ESTP
ObjectId(5e3edb28ced5c268da13f8e4),female,"[""male""]",21,"{""youngest"":""19"",""oldest"":""26""}",60,other,2,senior,"[""otherclub""]",arts,Psychology,bars,ctb,morning,"{""sleeptime"":""1am"",""waketime"":""8am""}",flow,artist,newppl,"empathetic, chill, funny","funny, compassionate, cool",no,no,time,thoughtfulness,Sort of Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,5,7,6 months,plantomeet,ISTJ
ObjectId(5e3edd2fced5c268da13f8e5),male,"[""female"",""male""]",21,"{""youngest"":""19"",""oldest"":""35""}",67,other,2,junior,"[""greeklife"",""otherclub"",""culturalclub""]",ilr,ILR,mixer,ctb,nocturnal,"{""sleeptime"":""12 am"",""waketime"":""10 am""}",flow,actor,city,"Charismatic, level-headed, kind","Funny, passionate, smart",yes,no,time,reliability,Sort of Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Agree,Agree,9,3,3,willsee,ESTP
ObjectId(5e3edd55ced5c268da13f8e6),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""22""}",64,other,2,junior,"[""greeklife"",""profclub"",""otherclub""]",hotel,Hotel,mixer,ctb,morning,"{""sleeptime"":""1"",""waketime"":""8""}",new,artist,friends,"Funny, independent, passionate","Hilarious, kind, smart",yes,no,time,humor,Sort of Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Strongly Agree,Sort of Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,8,2,8,fun,ENTP
ObjectId(5e3edd6fced5c268da13f8e7),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""22""}",62,eastasian,2,junior,"[""greeklife"",""otherclub"",""ra""]",hotel,Hotel,pjsnetflix,commons,afternoon,"{""sleeptime"":""12am"",""waketime"":""7am""}",new,artist,city,"Funny, caring, creative","Funny, responsible, open-minded",yes,yes,time,thoughtfulness,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,7,0,0,willsee,ESTJ
ObjectId(5e3ee065ced5c268da13f8e9),female,"[""male""]",21,"{""youngest"":""21"",""oldest"":""24""}",67,white,2,junior,"[""athlete"",""proffrat"",""clubsports"",""otherclub""]",arts,Biology and society,pjsnetflix,bubbletea,morning,"{""sleeptime"":""11:30"",""waketime"":""8:30""}",new,artist,outdoor,"friendly, kind, adventurous ","Kind, adventurous, easygoing ",no,no,time,thoughtfulness,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Sort of Agree,Sort of Agree,Agree,Strongly Agree,Sort of Agree,Agree,Strongly Disagree,Sort of Agree,7,2,9,plantomeet,ENTP
